Type,Source,Original,Translation
description,versions-45-/data/all_mob_heads/advancement/collection/zombie_villagers/plains/03_cartographer_zombie_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/zombie_villagers/plains/06_fisherman_zombie_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/zombie_villagers/plains/08_leatherworker_zombie_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/zombie_villagers/plains/04_cleric_zombie_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/zombie_villagers/plains/05_farmer_zombie_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/zombie_villagers/snow/02_butcher_snow_zombie_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/zombie_villagers/snow/11_nitwit_snow_zombie_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/zombie_villagers/snow/03_cartographer_snow_zombie_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/zombie_villagers/snow/06_fisherman_snow_zombie_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/zombie_villagers/snow/10_mason_snow_zombie_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/zombie_villagers/snow/09_librarian_snow_zombie_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/zombie_villagers/snow/14_toolsmith_snow_zombie_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/zombie_villagers/snow/04_cleric_snow_zombie_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/zombie_villagers/snow/12_snow_zombie_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/zombie_villagers/snow/13_shepherd_snow_zombie_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/zombie_villagers/snow/01_armorer_snow_zombie_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/zombie_villagers/snow/05_farmer_snow_zombie_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/zombie_villagers/snow/08_leatherworker_snow_zombie_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/zombie_villagers/snow/15_weaponsmith_snow_zombie_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/zombie_villagers/snow/07_fletcher_snow_zombie_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/zombie_villagers/desert/03_cartographer_desert_zombie_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/zombie_villagers/desert/01_armorer_desert_zombie_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/zombie_villagers/desert/13_shepherd_desert_zombie_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/zombie_villagers/desert/09_librarian_desert_zombie_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/zombie_villagers/desert/06_fisherman_desert_zombie_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/zombie_villagers/desert/11_nitwit_desert_zombie_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/zombie_villagers/desert/08_leatherworker_desert_zombie_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/zombie_villagers/desert/15_weaponsmith_desert_zombie_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/zombie_villagers/desert/04_cleric_desert_zombie_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/zombie_villagers/desert/14_toolsmith_desert_zombie_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/zombie_villagers/desert/12_desert_zombie_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/zombie_villagers/desert/07_fletcher_desert_zombie_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/zombie_villagers/desert/05_farmer_desert_zombie_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/zombie_villagers/desert/02_butcher_desert_zombie_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/zombie_villagers/desert/10_mason_desert_zombie_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/taiga/14_toolsmith_taiga_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/taiga/05_farmer_taiga_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/taiga/06_fisherman_taiga_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/taiga/01_armorer_taiga_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/taiga/08_leatherworker_taiga_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/taiga/02_butcher_taiga_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/taiga/13_shepherd_taiga_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/taiga/10_mason_taiga_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/taiga/15_weaponsmith_taiga_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/taiga/03_cartographer_taiga_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/taiga/07_fletcher_taiga_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/taiga/04_cleric_taiga_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/taiga/12_taiga_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/taiga/09_librarian_taiga_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/swamp/10_mason_swamp_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/swamp/15_weaponsmith_swamp_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/swamp/03_cartographer_swamp_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/swamp/07_fletcher_swamp_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/swamp/04_cleric_swamp_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/swamp/12_swamp_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/swamp/09_librarian_swamp_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/swamp/14_toolsmith_swamp_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/swamp/05_farmer_swamp_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/swamp/06_fisherman_swamp_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/swamp/01_armorer_swamp_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/swamp/08_leatherworker_swamp_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/swamp/02_butcher_swamp_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/swamp/13_shepherd_swamp_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/jungle/08_leatherworker_jungle_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/jungle/06_fisherman_jungle_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/jungle/03_cartographer_jungle_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/jungle/04_cleric_jungle_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/jungle/05_farmer_jungle_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/jungle/02_butcher_jungle_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/jungle/01_armorer_jungle_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/jungle/15_weaponsmith_jungle_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/jungle/12_jungle_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/jungle/10_mason_jungle_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/jungle/13_shepherd_jungle_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/jungle/07_fletcher_jungle_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/jungle/09_librarian_jungle_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/jungle/14_toolsmith_jungle_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/savanna/03_cartographer_savanna_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/savanna/14_toolsmith_savanna_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/savanna/01_armorer_savanna_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/savanna/12_savanna_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/savanna/07_fletcher_savanna_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/savanna/13_shepherd_savanna_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/savanna/10_mason_savanna_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/savanna/08_leatherworker_savanna_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/savanna/02_butcher_savanna_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/savanna/04_cleric_savanna_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/savanna/09_librarian_savanna_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/savanna/05_farmer_savanna_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/savanna/15_weaponsmith_savanna_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/savanna/06_fisherman_savanna_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/plains/09_librarian_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/plains/10_mason_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/plains/04_cleric_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/plains/12_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/plains/01_armorer_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/plains/08_leatherworker_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/plains/07_fletcher_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/plains/03_cartographer_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/plains/06_fisherman_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/plains/15_weaponsmith_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/plains/13_shepherd_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/plains/02_butcher_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/plains/14_toolsmith_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/plains/05_farmer_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/snow/15_weaponsmith_snow_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/snow/03_cartographer_snow_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/snow/10_mason_snow_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/snow/08_leatherworker_snow_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/snow/02_butcher_snow_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/snow/14_toolsmith_snow_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/snow/07_fletcher_snow_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/snow/06_fisherman_snow_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/snow/12_snow_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/snow/01_armorer_snow_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/snow/05_farmer_snow_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/snow/13_shepherd_snow_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/snow/09_librarian_snow_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/snow/04_cleric_snow_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/desert/02_butcher_desert_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/desert/15_weaponsmith_desert_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/desert/01_armorer_desert_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/desert/12_desert_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/desert/03_cartographer_desert_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/desert/06_fisherman_desert_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/desert/08_leatherworker_desert_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/desert/05_farmer_desert_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/desert/04_cleric_desert_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/desert/09_librarian_desert_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/desert/07_fletcher_desert_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/desert/14_toolsmith_desert_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/desert/13_shepherd_desert_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/desert/10_mason_desert_villager.json,6% with Looting I then + 10% per Looting,掠奪 I 為 6%，多一級掠奪 + 10%
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/taiga/11_nitwit_taiga_villager.json,"6% with Looting I then + 10% per Looting, Renamed a villager without a profession 'nitwit'",掠奪 I 為 6%，多一級掠奪為 10%。將沒有職業村民重新命名為“nitwit”
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/swamp/11_nitwit_swamp_villager.json,"6% with Looting I then + 10% per Looting, Renamed a villager without a profession 'nitwit'",掠奪 I 為 6%，多一級掠奪為 10%。將沒有職業村民重新命名為“nitwit”
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/jungle/11_nitwit_jungle_villager.json,"6% with Looting I then + 10% per Looting, Renamed a villager without a profession 'nitwit'",掠奪 I 為 6%，多一級掠奪為 10%。將沒有職業村民重新命名為“nitwit”
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/savanna/11_nitwit_savanna_villager.json,"6% with Looting I then + 10% per Looting, Renamed a villager without a profession 'nitwit'",掠奪 I 為 6%，多一級掠奪為 10%。將沒有職業村民重新命名為“nitwit”
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/plains/11_nitwit_villager.json,"6% with Looting I then + 10% per Looting, Renamed a villager without a profession 'nitwit'",掠奪 I 為 6%，多一級掠奪為 10%。將沒有職業村民重新命名為“nitwit”
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/snow/11_nitwit_snow_villager.json,"6% with Looting I then + 10% per Looting, Renamed a villager without a profession 'nitwit'",掠奪 I 為 6%，多一級掠奪為 10%。將沒有職業村民重新命名為“nitwit”
description,versions-45-/data/all_mob_heads/advancement/collection/villagers/desert/11_nitwit_desert_villager.json,"6% with Looting I then + 10% per Looting, Renamed a villager without a profession 'nitwit'",掠奪 I 為 6%，多一級掠奪為 10%。將沒有職業村民重新命名為“nitwit”
minecraft:custom_name,versions-45-/data/minecraft/loot_table/entities/panda.json,Aggressive Panda,好鬥熊貓
title,versions-45-/data/all_mob_heads/advancement/collection/jungle/pandas/aggressive_panda.json,Agressive Panda,好鬥熊貓
minecraft:custom_name,versions-45-/data/minecraft/loot_table/entities/easter_egg/ahl.json,ahl,ahl
title,versions-45-/data/all_mob_heads/advancement/collection/passives/allay.json,Allay,悅靈
minecraft:custom_name,versions-45-/data/minecraft/loot_table/entities/allay.json,Allay,悅靈
title,versions-45-/data/all_mob_heads/advancement/collection/canidae/wolves/angry_ashen_wolf.json,Angry Ashen Wolf,憤怒灰狼
minecraft:custom_name,versions-45-/data/minecraft/loot_table/entities/wolf.json,Angry Ashen Wolf,憤怒灰狼
title,versions-45-/data/all_mob_heads/advancement/collection/bees/angry_bee.json,Angry Bee,憤怒蜜蜂
title,versions-45-/data/all_mob_heads/advancement/collection/canidae/wolves/angry_black_wolf.json,Angry Black Wolf,憤怒黑狼
minecraft:custom_name,versions-45-/data/minecraft/loot_table/entities/wolf.json,Angry Black Wolf,憤怒黑狼
title,versions-45-/data/all_mob_heads/advancement/collection/canidae/wolves/angry_chestnut_wolf.json,Angry Chestnut Wolf,憤怒栗色狼
minecraft:custom_name,versions-45-/data/minecraft/loot_table/entities/wolf.json,Angry Chestnut Wolf,憤怒栗色狼
title,versions-45-/data/all_mob_heads/advancement/collection/canidae/wolves/angry_pale_wolf.json,Angry Pale Wolf,憤怒蒼狼
minecraft:custom_name,versions-45-/data/minecraft/loot_table/entities/wolf.json,Angry Pale Wolf,憤怒蒼狼
title,versions-45-/data/all_mob_heads/advancement/collection/bees/pollinated_angry_bee.json,Angry Pollinated Bee,憤怒授粉蜜蜂
title,versions-45-/data/all_mob_heads/advancement/collection/canidae/wolves/angry_rusty_wolf.json,Angry Rusty Wolf,憤怒赭紅狼
