Type,Source,Original,Translation
minecraft:custom_name,versions-62-/data/minecraft/loot_table/entities/easter_egg/venom.json,Venom,Venom
minecraft:custom_name,versions-62-/data/minecraft/loot_table/entities/easter_egg/orlox.json,Orlox,Orlox
minecraft:custom_name,versions-62-/data/minecraft/loot_table/entities/easter_egg/maki.json,Maki,Maki
minecraft:custom_name,versions-62-/data/minecraft/loot_table/entities/easter_egg/sushi.json,Sushi,壽司
minecraft:custom_name,versions-62-/data/minecraft/loot_table/entities/easter_egg/coal_chan.json,Coal-Chan,Coal-Chan
minecraft:custom_name,versions-62-/data/minecraft/loot_table/entities/easter_egg/guano.json,Pigeon,鴿子
minecraft:custom_name,versions-62-/data/minecraft/loot_table/entities/easter_egg/tacowl.json,TacOwl,貓頭鷹
minecraft:custom_name,versions-62-/data/minecraft/loot_table/entities/easter_egg/frozen.json,Frozen Blaze,冰凍烈焰
minecraft:custom_name,versions-62-/data/minecraft/loot_table/entities/easter_egg/coconut.json,Coconut,可可豆
minecraft:custom_name,versions-62-/data/minecraft/loot_table/entities/easter_egg/choco.json,Chocobo,陸行鳥
minecraft:custom_name,versions-62-/data/minecraft/loot_table/entities/easter_egg/moobloom.json,Moobloom,Moobloom
minecraft:custom_name,versions-62-/data/minecraft/loot_table/entities/easter_egg/sossur.json,Sossur,Sossur
minecraft:custom_name,versions-62-/data/minecraft/loot_table/entities/easter_egg/974.json,TheFantasio974,TheFantasio974
minecraft:custom_name,versions-62-/data/minecraft/loot_table/entities/easter_egg/thoyy.json,thoyy,thoyy
minecraft:custom_name,versions-62-/data/minecraft/loot_table/entities/easter_egg/cheh.json,Cheh minot,Cheh minot
minecraft:custom_name,versions-62-/data/minecraft/loot_table/entities/easter_egg/pikxee.json,Pikxee,Pikxee
minecraft:custom_name,versions-62-/data/minecraft/loot_table/entities/easter_egg/maxtar.json,Maxtar,Maxtar
minecraft:custom_name,versions-62-/data/minecraft/loot_table/entities/easter_egg/mrfexfull002.json,MrFexFull002,MrFexFull002
minecraft:custom_name,versions-62-/data/minecraft/loot_table/entities/easter_egg/boiboite.json,Spruce Crate,Spruce Crate
minecraft:custom_name,versions-62-/data/minecraft/loot_table/entities/easter_egg/aled.json,Nurse,護士
minecraft:custom_name,versions-62-/data/minecraft/loot_table/entities/easter_egg/greenaxolotl.json,Axolotl Green,綠色蠑螈
minecraft:custom_name,versions-62-/data/minecraft/loot_table/entities/easter_egg/ayr0b0t.json,ayr0b0t,ayr0b0t
minecraft:custom_name,versions-62-/data/minecraft/loot_table/entities/easter_egg/unicorn.json,Unicorn Pet,獨角獸寵物
minecraft:custom_name,versions-62-/data/minecraft/loot_table/entities/easter_egg/luma.json,Luma,Luma
minecraft:custom_name,versions-62-/data/minecraft/loot_table/entities/easter_egg/claptrap.json,Claptrap,譁眾取寵
minecraft:custom_name,versions-62-/data/minecraft/loot_table/entities/easter_egg/mew.json,Mew,喵喵
minecraft:custom_name,versions-62-/data/minecraft/loot_table/entities/easter_egg/golden_allay.json,Golden Allay,黃金巷
minecraft:custom_name,versions-62-/data/minecraft/loot_table/entities/easter_egg/bob.json,Boblennon,Boblennon
minecraft:custom_name,versions-62-/data/minecraft/loot_table/entities/easter_egg/ahl.json,ahl,ahl
minecraft:custom_name,versions-62-/data/minecraft/loot_table/entities/easter_egg/hermitcrab.json,Hermit Crab,寄居蟹
minecraft:custom_name,versions-62-/data/minecraft/loot_table/entities/easter_egg/beer.json,Beer,啤酒
minecraft:custom_name,versions-62-/data/minecraft/loot_table/entities/easter_egg/friendly_wither.json,The Pinkinator,The Pinkinator
minecraft:custom_name,versions-62-/data/minecraft/loot_table/entities/easter_egg/fries.json,Fries,薯條
minecraft:custom_name,versions-62-/data/minecraft/loot_table/entities/easter_egg/rayenryuu.json,Rayenryuu,Rayenryuu
minecraft:custom_name,versions-62-/data/minecraft/loot_table/entities/easter_egg/milk.json,Milk Bucket,牛奶桶
